city_id,year,region,province_id,longitude,latitude,lat_band,urbanization,city_scale,hsr_open_year,treated_city,hsr_open,hsr,event_time,gdp_growth_pct,share_primary_pct,share_secondary_pct,population_10k,urban_road_10k_m2,pm25,green_coverage_pct,wind_speed,precip_mm,humidity_pct,temperature_c,H,light,passenger_flow_10m,species_richness_level,avian_increment_ratio_natl,avian_increment_count,avian_increment_ratio_prov
1,2001,East,16,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,17.478207067007467,11.23410699797737,41.49614919299686,163.33632987232917,311.00964119153866,36.010859169848935,38.700423164849965,1.3862354712171494,1567.2955523461908,51.300215042623236,21.146844307213826,1.05823207007306,3.0665473230766134,0.7427746686545209,337.95847041731207,0.15184283272254415,,
1,2002,East,11,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,4.134448817604535,10.776535688631323,60.7457081303469,476.971335786717,840.5921786396796,31.908352669389856,15.825205340165791,2.205834321833828,1082.6532117742747,55.13910688464364,19.26411462685298,1.1587507254007534,2.254393956508428,0.0,337.95847041731207,0.2508715494154411,10.0,0.2931620972378038
1,2003,East,21,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,8.066696408315398,16.30788074438174,56.43363008162966,317.6752157783175,,56.64050128233112,32.797252683086555,2.2811569161943965,778.5542036773865,65.77864358274468,15.944775495888287,1.7682046347447486,2.3329005919869807,13.767325571122646,337.95847041731207,0.38388109033783085,8.0,0.361128944649308
1,2004,East,12,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,-2.2086899451481568,21.665077325936732,58.80396445973276,282.45103301103035,195.32563105876883,33.62141685301081,45.60479162498287,2.1222155769637108,1331.545658530512,72.68314564078267,10.781633085189949,1.0430430704028044,10.078420157804633,9.530608627020099,337.95847041731207,0.03301062577807112,13.0,
1,2005,East,14,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,12.046502109625957,10.739868755936278,30.93860418438368,165.99398780464875,2710.7530236179214,29.667405977829674,42.266703324180945,2.4081979562325015,1634.6856350920543,79.84606046734896,20.433039328952862,0.7104105655827619,3.6232230131959944,4.978689654494996,337.95847041731207,0.07997879530674025,2.0,0.3645765344578503
1,2006,East,22,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,19.90999037212449,20.726508923267343,48.00794556271685,237.5975918675836,288.38403449585667,45.60136376516791,37.91692790917776,1.9571480363993292,609.1731018699551,67.35233940936735,19.288788680142368,1.5383498264593085,5.11583072614394,23.788167774946793,337.95847041731207,0.0,9.0,0.04739751966964864
1,2007,East,22,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,8.18870768850218,20.147724313257687,56.09284550263651,89.25410637686043,1304.5165287142386,32.43461601535048,28.64451824508096,1.2751154681416832,549.7707160738644,75.88406324486151,10.8524084540172,1.7401069138528824,4.401410119108943,,337.95847041731207,0.0,2.0,0.0
1,2008,East,23,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,,,,398.15891924768823,744.6498732179339,50.60377516950384,47.098223054375076,1.1199319912741725,908.0596321001074,71.88308341492173,16.88015685600707,1.754120023408028,8.073300128479353,63.58843063064009,337.95847041731207,0.43938738257135906,11.0,
1,2009,East,22,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,8.618961646476873,10.771346216012947,50.90960894753708,204.92786360174097,1290.7484170190332,41.026786009338686,64.54443408894203,2.1765221936417745,1520.3870205784688,74.86465689158128,14.568162650198554,1.8535280281722692,4.1880938754943555,8.4298469113413,337.95847041731207,0.1626493352285913,7.0,0.6462454155111286
1,2010,East,10,115.36853155398013,33.58173119978913,Middle,0.4561921725878421,SmallMed_TypeII,inf,0,0,0,,16.16389949134772,12.150678579528403,49.95798736911084,,357.31625694156475,52.52516599162567,37.99127775539108,1.1153987165496395,870.4529409652616,72.31449113628166,6.252370201792546,1.3346050346064813,2.676311069121129,11.949103668278399,337.95847041731207,0.0,3.0,
